,date,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
4313,296,1007.6,22.1,16.5,11.8,9.8,66.3,65.0,5.6,50,5.2,0.0
4314,297,1006.5,15.3,12.3,7.1,7.3,72.3,84.0,0.0,270,6.2,1.0
4315,298,1013.8,12.1,7.6,3.7,-6.8,36.9,0.0,9.9,290,5.6,0.0
4316,299,1015.2,15.3,9.5,3.1,-3.1,42.8,33.0,9.5,20,3.6,0.0
4317,300,1015.5,19.5,12.7,6.6,0.0,43.6,55.0,8.3,50,3.9,0.0
4318,301,1014.0,19.8,14.5,11.0,3.7,49.6,48.0,7.0,290,3.5,0.0
4319,302,1011.8,13.5,12.0,10.2,8.6,80.5,88.0,0.0,20,3.6,1.0
4320,303,1011.3,20.8,14.8,10.7,5.0,54.8,23.0,8.9,290,4.4,0.0
4321,304,1015.6,22.1,15.0,8.5,1.2,42.8,34.0,8.1,50,3.3,0.0
4322,305,1015.2,22.6,16.1,9.9,4.1,45.9,31.0,9.6,50,4.1,0.0
4323,306,1014.4,21.5,16.2,13.4,4.0,46.1,60.0,6.8,270,3.9,0.0
4324,307,1015.0,24.3,16.8,10.0,5.7,49.1,11.0,9.5,50,3.7,0.0
4325,308,1013.7,22.5,18.4,15.4,12.1,67.6,89.0,1.3,70,6.9,1.0
4326,309,1008.7,25.9,19.9,16.4,13.4,67.5,81.0,4.9,70,6.3,1.0
4327,310,1009.5,19.3,14.6,12.9,11.1,79.8,83.0,0.0,70,6.0,1.0
4328,311,1010.1,18.8,15.1,12.5,9.2,68.9,65.0,3.3,270,4.0,0.0
4329,312,1009.2,19.6,14.9,11.1,8.1,65.0,69.0,4.7,70,4.0,0.0
4330,313,1009.9,18.4,14.5,12.5,6.6,59.4,66.0,5.4,70,5.3,0.0
4331,314,1008.3,17.0,14.1,10.9,4.7,54.1,76.0,2.8,70,4.9,0.0
4332,315,1006.1,14.7,12.5,11.0,7.2,71.1,86.0,0.0,50,4.4,1.0
4333,316,1007.6,15.8,12.0,9.1,5.6,66.5,46.0,5.6,270,4.8,0.0
4334,317,1008.9,15.8,11.3,6.0,1.6,53.9,34.0,6.2,270,6.3,0.0
4335,318,1014.8,11.0,6.4,3.4,-7.8,37.3,0.0,9.5,290,5.4,0.0
4336,319,1019.9,11.6,7.2,3.4,-4.4,43.8,8.0,9.3,290,4.4,0.0
4337,320,1019.8,15.7,10.9,5.8,0.9,51.1,59.0,7.2,270,5.2,0.0
4338,321,1015.4,16.3,13.6,10.5,3.9,52.9,85.0,0.2,70,5.8,0.0
4339,322,1002.5,16.1,14.2,11.9,10.8,81.0,98.0,1.7,70,5.0,1.0
4340,323,999.7,15.5,10.6,3.5,5.4,71.4,58.0,3.5,290,7.3,1.0
4341,324,1016.2,3.7,0.4,-2.2,-11.9,40.5,5.0,9.4,290,7.3,0.0
4342,325,1020.6,6.3,1.6,-2.6,-11.8,39.1,0.0,9.4,270,4.6,0.0
4343,326,1014.7,7.9,5.6,1.9,-3.3,53.1,90.0,0.0,50,4.7,1.0
4344,327,1008.4,7.4,2.8,-2.1,-2.6,68.5,83.0,1.2,270,9.7,1.0
4345,328,1017.9,2.0,-1.6,-5.5,-12.1,45.8,20.0,9.3,270,6.0,0.0
4346,329,1019.5,7.2,2.8,-0.5,-6.9,49.4,35.0,8.6,50,4.0,0.0
4347,330,1015.7,8.8,5.6,1.8,-2.5,55.9,93.0,0.0,70,4.5,0.0
4348,331,1010.8,15.3,13.5,8.7,8.7,73.5,98.0,0.0,230,6.2,0.0
4349,332,1010.8,17.0,14.6,13.6,11.7,82.8,90.0,0.1,20,4.3,1.0
4350,333,1011.8,13.6,11.3,9.2,9.2,87.5,95.0,0.0,50,6.0,1.0
4351,334,1013.1,9.2,4.7,3.0,2.0,82.8,99.0,0.0,70,7.4,1.0
4352,335,1014.8,9.0,5.8,4.3,-2.6,55.0,69.0,4.8,70,5.6,0.0
4353,336,1010.1,7.5,5.5,2.5,-2.1,58.6,86.0,0.0,70,5.7,1.0
4354,337,1007.7,9.1,5.3,3.7,0.8,73.6,58.0,4.0,70,5.1,1.0
4355,338,1015.3,6.3,2.5,-0.3,-7.1,51.4,29.0,8.0,320,5.3,0.0
4356,339,1020.1,5.9,1.5,-2.1,-12.5,35.9,48.0,7.4,270,4.1,0.0
4357,340,1018.7,7.7,3.9,1.2,-9.0,39.3,68.0,5.3,290,5.2,0.0
4358,341,1015.9,5.7,4.0,2.3,-3.0,60.1,90.0,0.0,290,3.8,0.0
4359,342,1012.7,3.7,0.1,-3.7,-7.0,59.6,48.0,8.1,320,6.3,0.0
4360,343,1016.1,0.1,-2.7,-4.4,-11.6,50.8,51.0,2.9,290,4.5,0.0
4361,344,1014.8,1.4,-1.7,-4.9,-11.1,48.6,44.0,7.0,270,6.3,0.0
4362,345,1015.2,6.3,2.8,-1.7,-3.5,64.6,75.0,3.8,230,4.7,0.0
4363,346,1016.3,6.4,3.5,-0.1,-5.5,54.4,36.0,8.8,270,5.1,0.0
4364,347,1016.8,7.4,1.5,-3.1,-10.3,42.8,21.0,8.7,20,4.2,0.0
4365,348,1012.8,7.2,2.4,-1.1,-4.4,60.9,64.0,1.6,50,5.8,0.0
4366,349,1017.0,-0.9,-3.9,-5.8,-16.5,38.8,8.0,8.9,290,5.7,0.0
4367,350,1019.4,-3.5,-7.1,-9.8,-18.9,39.1,1.0,9.0,290,6.5,0.0
4368,351,1021.0,-1.6,-5.8,-10.6,-15.8,45.6,24.0,9.1,20,5.0,0.0
4369,352,1019.2,1.4,-2.4,-5.0,-12.8,46.8,28.0,8.6,20,5.2,0.0
4370,353,1019.3,1.9,-2.4,-6.7,-15.2,38.3,5.0,8.8,270,5.0,0.0
4371,354,1017.9,3.8,-0.3,-5.1,-12.2,40.8,45.0,6.8,50,4.7,0.0
4372,355,1012.4,5.2,1.9,-0.7,-4.9,61.8,89.0,1.8,270,5.2,1.0
4373,356,1015.3,1.1,-5.5,-8.7,-19.3,33.9,10.0,8.9,270,7.7,0.0
4374,357,1014.5,-1.1,-5.4,-10.1,-16.9,42.8,34.0,7.8,290,4.7,1.0
4375,358,1012.8,-3.0,-5.2,-7.8,-14.1,54.0,14.0,8.8,290,7.3,1.0
4376,359,1019.2,-3.5,-7.1,-9.5,-20.1,35.4,0.0,9.0,270,6.4,0.0
4377,360,1023.9,-3.5,-7.1,-10.1,-22.5,29.1,0.0,9.0,320,5.1,0.0
4378,361,1024.1,1.2,-4.0,-8.8,-16.8,37.4,14.0,7.8,270,3.1,0.0
4379,362,1019.2,2.2,-0.5,-4.1,-6.7,65.0,76.0,2.2,50,3.4,1.0
4380,363,1017.7,1.7,-1.7,-4.8,-7.5,66.1,28.0,8.1,290,5.1,0.0
4381,364,1020.1,1.9,-3.0,-6.4,-8.6,66.6,0.0,7.4,270,4.1,0.0
4382,365,1016.8,1.4,-1.9,-6.0,-7.4,66.5,55.0,3.2,20,3.5,0.0
4383,1,1013.8,0.4,-3.0,-6.9,-8.8,64.5,51.0,4.4,290,7.0,0.0
4384,2,1015.7,-1.2,-4.8,-8.3,-10.2,66.5,29.0,5.9,270,4.6,0.0
4385,3,1011.0,-0.2,-4.5,-6.8,-9.6,68.3,75.0,2.7,290,5.8,1.0
4386,4,1015.1,-4.3,-7.4,-9.6,-14.9,55.4,11.0,8.1,320,5.3,0.0
4387,5,1018.5,-1.3,-5.7,-9.8,-15.0,49.8,0.0,9.0,290,3.8,0.0
4388,6,1020.4,1.3,-2.8,-5.6,-13.9,42.9,31.0,8.4,290,5.0,0.0
4389,7,1024.1,2.0,-3.8,-8.0,-13.9,46.5,0.0,8.5,20,3.2,0.0
4390,8,1021.1,0.4,-2.5,-5.5,-10.6,54.3,68.0,2.8,20,4.6,0.0
4391,9,1019.1,2.7,-0.3,-1.8,-6.0,66.1,64.0,2.4,250,4.5,0.0
4392,10,1017.2,1.5,-2.5,-5.8,-10.9,53.9,19.0,6.6,270,4.8,0.0
4393,11,1020.2,-3.3,-6.0,-8.1,-17.1,42.3,0.0,9.0,290,6.1,0.0
4394,12,1017.8,-0.4,-4.6,-10.3,-12.1,56.5,45.0,6.3,270,6.3,0.0
4395,13,1013.7,2.6,-1.2,-4.1,-10.4,52.8,33.0,6.7,290,6.1,0.0
4396,14,1013.6,2.7,-1.5,-6.3,-10.5,51.6,25.0,8.7,270,5.5,0.0
4397,15,1011.4,0.3,-2.6,-4.7,-13.5,44.5,46.0,6.3,290,4.2,0.0
4398,16,1008.9,7.8,1.0,-5.1,-9.9,44.6,14.0,9.1,20,3.6,0.0
4399,17,1010.0,8.2,2.8,0.0,-7.1,48.5,43.0,5.2,50,4.5,0.0
4400,18,1012.3,5.4,1.4,-2.2,-11.0,39.8,48.0,4.6,290,3.9,0.0
4401,19,1012.1,8.4,5.3,1.4,-3.3,54.4,93.0,0.3,70,6.6,1.0
4402,20,1012.5,8.3,5.4,3.7,-1.6,61.0,98.0,0.9,70,5.3,1.0
4403,21,1011.1,5.7,2.4,-2.6,-4.5,60.3,78.0,0.0,50,5.9,1.0
4404,22,1014.3,-2.4,-7.7,-11.6,-20.0,37.9,19.0,9.0,290,6.4,0.0
4405,23,1015.9,-5.3,-9.6,-12.2,-23.2,33.3,0.0,9.3,320,6.3,0.0
4406,24,1013.2,-3.1,-7.3,-11.8,-19.6,39.9,20.0,9.2,270,5.4,1.0
4407,25,1013.4,-5.0,-8.2,-11.6,-19.6,41.3,0.0,9.5,290,6.1,0.0
4408,26,1013.5,1.8,-2.9,-8.5,-10.8,54.5,43.0,7.5,50,6.4,0.0
4409,27,1013.4,4.9,-0.9,-4.4,-7.0,64.6,34.0,2.9,50,4.8,0.0
4410,28,1017.0,3.1,-1.8,-6.0,-19.8,24.4,44.0,7.1,320,4.7,0.0
4411,29,1018.6,1.6,-2.8,-5.5,-21.5,23.4,11.0,8.7,290,5.3,0.0
4412,30,1018.9,-0.8,-5.6,-8.8,-24.4,22.4,3.0,9.5,270,6.1,0.0
4413,31,1010.5,-0.3,-4.7,-8.5,-14.9,48.4,75.0,1.9,270,7.5,1.0
4414,32,1015.5,-8.1,-12.8,-15.3,-21.7,47.9,0.0,9.5,290,6.0,0.0
4415,33,1019.6,-9.5,-13.7,-17.1,-23.3,44.4,0.0,9.6,290,5.9,0.0
4416,34,1015.5,-3.9,-8.6,-14.5,-16.8,54.3,34.0,9.4,20,4.7,1.0
4417,35,1014.9,1.0,-3.0,-5.2,-13.3,48.5,30.0,9.5,290,5.6,1.0
4418,36,1013.6,4.8,-0.9,-4.5,-14.7,36.1,43.0,6.4,50,3.2,0.0
4419,37,1006.2,7.0,0.9,-3.2,-8.9,50.6,80.0,4.3,290,5.2,1.0
4420,38,1008.8,-0.1,-8.7,-11.5,-19.5,42.3,0.0,9.6,290,7.6,0.0
4421,39,1011.6,-3.8,-8.0,-12.1,-19.7,39.1,25.0,9.6,270,6.4,0.0
4422,40,1015.0,-0.5,-4.5,-9.0,-13.9,48.9,38.0,9.2,270,5.5,0.0
4423,41,1015.7,1.7,-3.5,-6.9,-13.5,46.4,36.0,7.8,20,7.2,0.0
4424,42,1018.6,0.8,-3.8,-9.2,-15.9,42.5,1.0,9.7,270,6.0,0.0
4425,43,1019.3,4.8,-0.1,-5.0,-16.5,34.4,49.0,8.9,250,4.1,0.0
4426,44,1013.5,8.4,3.1,0.2,-14.8,26.3,53.0,5.2,50,4.5,0.0
4427,45,1010.3,8.3,3.0,-0.3,-7.1,48.9,40.0,7.5,290,5.8,0.0
4428,46,1012.3,3.0,-1.3,-4.1,-17.1,31.5,56.0,8.2,290,5.7,0.0
4429,47,1012.6,2.7,-2.8,-6.1,-17.3,32.4,20.0,9.6,270,6.7,0.0
4430,48,1013.5,-2.9,-6.4,-8.8,-19.5,35.1,10.0,8.3,290,8.1,0.0
4431,49,1016.2,-2.2,-6.8,-9.6,-18.8,38.9,5.0,9.8,270,6.4,0.0
4432,50,1017.0,1.3,-4.4,-9.6,-17.3,39.6,0.0,10.1,270,5.0,0.0
4433,51,1016.0,5.3,-0.2,-5.5,-8.1,56.8,5.0,9.6,50,6.2,0.0
4434,52,1013.1,5.5,2.3,-0.9,-5.2,59.1,69.0,0.5,70,3.5,0.0
4435,53,1006.5,12.1,5.8,-0.8,-5.0,46.6,54.0,8.7,70,5.2,0.0
4436,54,1004.0,8.2,4.4,1.1,-2.1,64.4,69.0,5.8,290,6.3,1.0
4437,55,1007.1,9.7,4.3,0.2,-2.8,61.3,68.0,4.7,70,5.7,0.0
4438,56,1007.4,5.0,1.2,-2.3,-7.0,57.4,71.0,3.6,320,6.2,0.0
4439,57,1012.5,3.2,-1.6,-4.0,-16.1,33.5,44.0,6.6,290,6.1,0.0
4440,58,1015.5,5.2,-0.7,-5.9,-16.7,31.3,0.0,10.5,290,4.8,0.0
4441,59,1014.0,7.3,2.1,-3.2,-15.2,26.6,50.0,3.5,50,4.3,0.0
4442,60,1012.2,11.8,5.4,-1.5,-12.4,27.1,36.0,9.2,20,5.7,0.0
4443,61,1007.8,14.6,8.7,4.0,-13.9,20.1,59.0,7.7,270,4.4,0.0
4444,62,1008.3,9.5,6.9,5.2,-2.1,54.6,85.0,2.1,50,5.3,1.0
4445,63,1014.1,12.9,6.9,2.7,-3.9,47.1,54.0,8.9,70,6.5,0.0
4446,64,1011.8,9.7,6.2,3.0,-3.5,49.9,85.0,1.4,70,7.8,0.0
4447,65,1001.7,8.5,5.3,3.1,-0.7,66.9,100.0,0.0,70,7.8,1.0
4448,66,1000.8,4.6,3.0,1.8,0.1,81.6,95.0,0.0,270,8.9,1.0
4449,67,1008.8,7.7,3.0,-0.2,-4.3,60.1,58.0,7.2,270,5.1,0.0
4450,68,1011.3,5.2,2.0,-0.3,-8.3,47.8,56.0,4.0,290,5.9,0.0
4451,69,1010.3,9.1,3.4,-2.1,-6.8,48.9,64.0,5.3,50,4.9,0.0
4452,70,1009.2,8.9,3.9,1.3,-5.0,52.5,70.0,7.0,270,6.9,0.0
4453,71,1012.3,1.3,-2.4,-4.6,-13.9,43.0,19.0,11.1,290,9.1,0.0
4454,72,1016.3,3.2,-1.6,-5.7,-14.1,40.1,0.0,11.2,270,6.5,0.0
4455,73,1015.3,6.6,1.7,-3.5,-8.1,49.8,6.0,9.2,250,5.7,0.0
4456,74,1013.8,5.9,3.6,1.8,-1.3,70.4,70.0,0.3,230,7.8,0.0
4457,75,1016.3,11.8,5.5,-1.7,-10.7,35.8,19.0,10.4,70,4.6,0.0
4458,76,1006.4,12.9,8.1,5.7,-2.7,51.1,99.0,0.0,70,5.3,1.0
4459,77,1000.0,16.1,10.4,6.8,4.9,71.4,76.0,5.5,230,5.1,1.0
4460,78,1003.9,11.5,6.9,2.2,0.1,62.8,34.0,8.2,270,7.1,0.0
4461,79,1010.2,7.2,2.8,-0.5,-11.9,38.0,19.0,9.8,290,5.8,0.0
4462,80,1010.0,8.3,3.1,-1.9,-12.7,30.6,4.0,11.3,290,7.9,0.0
4463,81,1012.5,10.4,4.3,-0.5,-10.5,36.3,9.0,11.0,270,5.4,0.0
4464,82,1009.4,11.4,7.8,3.3,-1.1,53.6,86.0,2.0,250,4.5,0.0
4465,83,998.5,9.7,5.0,2.3,2.0,82.5,100.0,0.0,70,6.5,1.0
4466,84,1000.2,6.9,3.3,1.5,-6.2,54.5,48.0,7.5,270,10.2,1.0
4467,85,1007.3,7.7,3.6,0.9,-11.0,36.6,16.0,10.9,270,8.4,0.0
4468,86,1013.1,8.7,3.9,-0.2,-9.8,38.3,0.0,11.6,250,7.2,0.0
4469,87,1012.7,10.9,6.4,1.0,-2.2,57.6,50.0,4.9,230,6.7,0.0
4470,88,1014.7,15.8,10.1,6.4,1.1,56.4,40.0,8.2,230,3.9,0.0
4471,89,1010.5,16.2,11.6,5.9,2.6,57.0,60.0,4.9,250,7.3,0.0
4472,90,1003.8,11.9,9.0,5.8,4.0,73.5,93.0,0.0,230,5.8,1.0
4473,91,1004.7,10.1,5.4,2.5,-8.0,38.4,36.0,10.2,250,8.2,0.0
4474,92,1011.9,9.4,4.6,0.6,-12.7,28.1,0.0,10.9,270,5.4,0.0
4475,93,1003.9,14.1,8.3,3.5,-1.4,56.9,93.0,0.2,70,5.4,1.0
4476,94,993.3,9.4,4.9,1.1,-1.7,66.9,63.0,2.9,270,10.2,1.0
4477,95,999.9,12.8,7.2,2.2,-0.9,57.3,8.0,10.5,230,9.2,0.0
4478,96,1001.6,12.2,6.7,3.1,-6.0,43.4,8.0,11.7,270,9.1,0.0
4479,97,1005.5,9.6,5.4,2.6,-7.8,41.5,21.0,7.8,270,12.0,0.0
4480,98,1011.1,12.4,5.9,0.6,-9.3,35.5,0.0,12.0,270,5.5,0.0
4481,99,1008.0,17.6,11.3,4.6,-0.2,47.3,29.0,9.6,230,10.8,0.0
4482,100,1009.1,22.4,15.4,10.7,5.1,55.8,40.0,8.4,250,5.5,0.0
4483,101,1004.4,16.9,13.7,11.5,10.7,82.8,93.0,0.0,70,4.5,1.0
4484,102,994.9,17.4,12.2,9.1,6.9,72.5,58.0,5.4,270,6.6,1.0
4485,103,1000.8,12.4,8.9,5.3,-1.4,49.5,61.0,4.3,250,7.3,0.0
4486,104,1002.7,15.1,10.3,7.4,0.7,52.8,84.0,1.0,270,5.7,0.0
4487,105,1004.4,16.4,10.5,5.9,4.2,68.0,39.0,8.1,270,5.6,0.0
4488,106,1002.5,21.7,13.4,6.9,3.5,56.0,35.0,10.9,270,6.0,0.0
4489,107,1002.5,17.9,11.9,7.2,3.3,58.0,30.0,8.0,270,6.2,0.0
4490,108,1004.7,19.7,13.6,7.5,-1.2,38.1,0.0,11.9,250,5.3,0.0
4491,109,1007.3,21.3,15.2,9.2,-1.8,32.3,46.0,7.8,270,4.7,0.0
4492,110,1008.8,24.3,17.0,12.2,-0.3,34.1,61.0,8.3,50,6.1,0.0
4493,111,1009.6,23.8,18.4,13.6,3.9,38.9,61.0,9.3,70,7.0,0.0
4494,112,999.1,16.3,11.4,9.5,5.8,72.6,99.0,0.0,70,10.5,1.0
4495,113,995.4,12.0,9.4,7.9,8.0,91.4,100.0,0.0,230,9.1,1.0
4496,114,1002.2,17.3,12.9,9.1,9.8,82.1,73.0,0.6,230,5.9,0.0
4497,115,1002.1,26.6,19.7,12.2,10.7,60.3,51.0,9.2,70,4.6,0.0
4498,116,990.4,20.7,15.1,10.5,9.2,72.8,99.0,0.0,70,7.1,1.0
4499,117,996.5,16.8,11.9,8.0,1.8,53.4,24.0,12.7,270,7.9,1.0
4500,118,1001.2,22.3,15.2,7.8,-3.4,32.0,18.0,11.9,230,8.0,0.0
4501,119,1004.3,22.1,17.0,13.8,3.5,42.4,18.0,8.9,230,6.5,0.0
4502,120,1004.3,26.3,19.9,14.0,10.7,57.1,68.0,7.8,70,4.4,0.0
4503,121,1001.1,29.4,22.9,15.4,7.9,43.3,0.0,12.4,110,6.1,0.0
4504,122,998.7,28.3,22.6,17.3,10.0,46.1,68.0,6.4,50,3.9,0.0
4505,123,995.4,29.1,23.1,19.0,10.8,47.3,33.0,10.0,70,5.7,1.0
4506,124,994.5,25.4,20.0,17.0,9.9,53.8,34.0,9.6,50,7.0,1.0
4507,125,997.1,25.7,19.7,14.3,7.9,48.8,0.0,12.2,250,7.1,0.0
4508,126,995.0,24.9,18.8,13.5,4.0,42.4,16.0,12.2,250,8.6,0.0
4509,127,996.2,24.1,18.1,13.1,-0.3,31.9,4.0,12.4,250,7.6,0.0
4510,128,996.9,24.9,18.5,12.2,1.3,33.3,25.0,10.2,290,5.2,0.0
4511,129,997.0,28.0,20.8,14.2,0.5,27.5,38.0,9.0,250,5.3,0.0
4512,130,1001.8,27.4,20.7,15.0,7.5,45.4,0.0,10.7,250,5.7,0.0
4513,131,1004.3,26.6,20.1,15.5,7.4,45.1,24.0,11.1,70,5.2,0.0
4514,132,1006.4,19.2,16.2,13.2,7.1,55.4,89.0,0.4,70,5.5,0.0
4515,133,1004.4,21.1,17.1,14.4,8.5,57.9,81.0,1.8,270,4.0,0.0
4516,134,1001.8,25.2,19.1,14.8,8.7,53.0,73.0,8.3,270,4.9,0.0
4517,135,999.5,17.2,16.1,15.1,12.2,78.8,100.0,0.0,50,3.6,1.0
4518,136,996.0,22.7,16.9,13.0,9.6,65.3,45.0,10.6,270,6.5,0.0
4519,137,994.0,22.0,16.6,12.7,7.9,58.6,59.0,7.6,230,5.9,0.0
4520,138,993.7,20.5,16.6,13.9,7.3,56.6,40.0,7.9,230,7.3,1.0
4521,139,1003.7,24.5,18.1,12.0,6.7,51.4,21.0,12.7,270,5.7,0.0
4522,140,1005.7,25.8,19.5,13.1,3.3,38.0,44.0,11.6,270,4.7,0.0
4523,141,1004.2,28.7,21.3,14.5,6.3,39.1,0.0,12.3,270,5.1,0.0
4524,142,1006.5,28.9,23.0,17.2,5.4,34.8,0.0,12.4,50,4.3,0.0
4525,143,1004.6,29.3,23.3,17.8,6.0,34.6,39.0,12.4,50,5.7,0.0
4526,144,1002.1,27.8,22.1,18.3,6.7,39.5,35.0,10.4,270,5.4,0.0
4527,145,1001.0,24.0,19.7,17.0,9.7,53.0,69.0,1.5,270,5.5,0.0
4528,146,999.7,26.6,20.5,16.2,7.8,45.4,33.0,11.5,270,6.1,0.0
4529,147,1000.1,26.1,19.8,14.1,5.5,44.8,35.0,8.0,270,6.5,0.0
4530,148,1002.3,23.4,19.3,17.1,12.5,65.6,59.0,2.8,250,8.0,1.0
4531,149,1005.9,26.0,20.9,16.4,11.9,58.0,73.0,3.3,50,5.9,1.0
4532,150,1007.4,25.4,21.6,18.8,7.4,40.8,68.0,3.0,230,4.5,0.0
4533,151,1008.4,23.6,20.7,18.6,8.0,44.4,91.0,0.6,70,6.2,0.0
4534,152,1007.0,27.2,20.9,16.6,12.0,58.6,38.0,8.4,50,7.0,1.0
4535,153,1005.6,26.7,21.4,16.3,10.2,52.3,58.0,6.1,270,4.1,0.0
4536,154,1003.2,28.8,23.1,19.2,10.0,44.8,68.0,7.5,70,5.2,0.0
4537,155,1001.8,29.1,23.3,18.0,7.6,38.9,28.0,12.7,270,5.3,0.0
4538,156,1000.6,29.1,23.7,18.6,6.7,35.1,39.0,11.6,290,5.2,0.0
4539,157,997.6,27.5,22.5,19.8,14.7,62.6,60.0,10.0,270,5.9,0.0
4540,158,994.6,28.9,23.0,19.1,14.7,62.0,73.0,8.2,270,5.3,0.0
4541,159,994.9,29.4,23.0,18.5,15.0,62.8,46.0,5.5,270,5.3,0.0
4542,160,991.9,27.9,22.2,19.0,15.4,66.4,84.0,1.7,250,5.2,1.0
4543,161,991.4,29.9,24.2,18.6,15.0,59.5,56.0,7.6,50,6.8,0.0
4544,162,991.7,28.7,23.7,20.8,14.7,58.8,60.0,7.8,270,5.6,0.0
4545,163,991.1,27.8,23.2,20.3,14.5,59.4,68.0,4.3,270,5.7,0.0
4546,164,990.9,28.9,22.6,19.0,13.7,58.9,59.0,7.3,70,7.8,1.0
4547,165,997.0,28.9,23.4,18.3,12.9,53.1,50.0,6.4,70,4.8,0.0
4548,166,1001.5,31.7,24.8,19.3,12.9,49.1,55.0,9.0,70,5.0,0.0
4549,167,999.9,28.0,23.7,20.4,13.3,52.8,76.0,4.7,70,5.0,0.0
4550,168,996.9,29.9,23.5,20.2,15.1,61.3,48.0,10.2,290,6.5,0.0
4551,169,1000.4,29.8,23.6,18.1,12.2,52.5,29.0,12.3,270,5.7,0.0
4552,170,997.7,30.2,24.9,20.1,12.1,46.5,73.0,8.2,270,5.1,0.0
4553,171,990.5,33.5,26.0,20.9,12.0,44.8,38.0,9.3,50,9.1,0.0
4554,172,994.3,31.3,25.4,21.3,13.3,49.1,21.0,13.0,70,6.0,0.0
4555,173,996.4,32.4,25.7,21.3,15.3,55.3,34.0,9.2,200,5.1,0.0
4556,174,999.1,29.3,24.3,21.3,16.0,61.4,51.0,3.6,250,5.8,0.0
4557,175,997.7,31.7,26.2,21.5,16.1,55.8,38.0,7.5,290,6.2,0.0
4558,176,995.6,32.8,27.8,23.6,15.4,48.3,53.0,5.4,70,4.7,0.0
4559,177,999.1,33.2,26.5,22.2,11.5,40.5,25.0,10.9,70,7.4,0.0
4560,178,1002.1,30.8,24.6,20.6,11.3,44.9,51.0,12.8,70,7.0,0.0
4561,179,1002.5,31.0,24.8,19.3,12.5,47.1,30.0,9.4,70,6.2,0.0
4562,180,1002.1,29.6,25.3,20.9,13.9,50.4,65.0,4.9,290,4.3,0.0
4563,181,998.2,31.0,25.9,22.0,17.0,60.4,89.0,4.8,270,4.8,1.0
4564,182,991.5,23.7,21.9,20.2,19.7,87.8,100.0,0.1,230,9.0,1.0
4565,183,995.3,25.4,21.6,19.2,17.9,80.1,85.0,2.0,230,4.4,0.0
4566,184,993.0,29.8,24.0,21.7,16.1,62.8,73.0,6.2,270,6.3,0.0
4567,185,990.5,25.7,22.7,19.7,18.5,78.1,83.0,3.2,230,6.4,1.0
4568,186,993.8,27.4,24.4,22.6,20.5,79.8,89.0,1.6,230,5.9,1.0
4569,187,995.3,24.6,22.7,20.9,20.8,89.6,100.0,0.0,230,4.9,1.0
4570,188,989.0,21.8,20.9,19.9,18.9,88.8,93.0,0.0,70,6.7,1.0
4571,189,993.8,31.0,24.8,18.5,16.5,62.1,21.0,12.0,50,6.0,0.0
4572,190,996.0,30.7,25.8,21.4,18.4,64.5,15.0,13.1,270,6.0,0.0
4573,191,996.4,32.3,26.3,21.9,18.6,64.1,58.0,6.7,290,5.3,0.0
4574,192,992.1,29.1,25.9,21.7,19.0,67.4,89.0,0.7,90,5.1,1.0
4575,193,986.1,26.5,23.3,21.0,20.3,83.5,94.0,0.8,70,5.2,1.0
4576,194,990.1,28.5,24.7,21.1,19.1,72.3,95.0,1.0,230,4.5,0.0
4577,195,989.7,29.3,26.1,21.8,21.3,76.1,88.0,2.6,70,4.5,1.0
4578,196,991.8,26.2,22.8,20.4,19.5,82.1,100.0,0.3,70,5.5,1.0
4579,197,991.5,20.5,19.7,19.1,17.9,89.5,100.0,0.0,70,7.0,1.0
4580,198,999.6,25.0,21.7,19.0,18.0,80.3,91.0,0.5,200,3.8,1.0
4581,199,1002.1,29.0,25.5,21.6,19.6,70.5,93.0,0.3,70,4.3,0.0
4582,200,999.1,28.4,26.3,24.7,22.2,78.8,94.0,0.8,70,4.8,1.0
4583,201,993.6,26.5,23.9,22.4,21.2,85.3,96.0,2.4,230,7.3,1.0
4584,202,999.2,29.7,25.6,22.1,20.3,73.6,71.0,7.3,270,4.5,1.0
4585,203,999.9,31.4,27.5,24.1,20.6,67.4,60.0,6.8,270,3.5,0.0
4586,204,998.7,30.4,27.2,23.7,22.1,74.4,75.0,3.5,50,4.5,1.0
4587,205,999.5,30.5,27.6,25.6,22.4,73.9,88.0,1.7,200,7.3,1.0
4588,206,1003.5,32.1,27.8,25.5,22.0,71.9,68.0,8.4,290,5.2,0.0
4589,207,1003.9,32.1,27.9,24.2,21.1,68.0,49.0,10.6,270,4.8,0.0
4590,208,1000.7,32.6,28.1,24.3,20.1,63.4,24.0,13.0,270,4.7,0.0
4591,209,999.8,32.3,27.9,24.9,21.1,68.0,41.0,9.1,270,5.6,0.0
4592,210,1000.0,33.2,28.5,25.2,21.4,67.3,46.0,8.4,290,4.5,0.0
4593,211,996.8,33.2,29.2,26.2,22.1,66.8,55.0,9.6,230,7.7,0.0
4594,212,996.0,31.6,28.4,23.0,22.8,72.3,76.0,5.0,230,6.6,1.0
4595,213,997.8,33.0,29.0,26.6,21.8,66.1,69.0,6.4,250,5.5,1.0
4596,214,997.7,35.3,30.8,25.9,20.9,56.8,55.0,9.8,50,5.3,0.0
4597,215,999.4,35.5,30.8,26.8,20.1,53.6,46.0,11.7,70,5.6,0.0
